,投稿日時,テキスト,URL,imp,リプライ数,RT数,いいね数,引用数
,2024/07/19 0:00,AIライターだと、AIチェッカーの数値は特に気をつけないといけない。AIチェッカーでAIが書いたと判断されないようにするためには、プロンプトで・少し砕けた口調でと指示・執筆メディアをフォーマット例で入れるとかすると少しはAIっぽい文章ではなく人間が書いた文章になりやすい。ただ、絶対に人間のリライトは必要。,https://twitter.com/maruichi_ai/status/1813951867543818455,442,1,1,5,0
,2024/07/19 12:29,AIライティングを学ぶとライティングスキルが乏しくても０１突破できるし、案件も取れるようになっちゃう正直、良いプロンプトを一度知っちゃえば月5万なんて簡単なんですよね実際に、ブログを7記事で辞めた自分が、AIライティングを学んで1ヶ月で月10万とか稼げるようになったからAIを使うと・学習時間短いし・０１突破も早いし・作業時間も短縮できるしこれって、最強な副業じゃないですか？なんで、みんなやらないんだろとと心の底から思う。,https://twitter.com/maruichi_ai/status/1814140479736619457,570,0,1,6,0
,2024/07/20 11:40,クラウドワークスとかで案件を取れていない人で多いことなんだけどアカウント名が英語表記のままの人マジでもったいない本当にもうったいないこの前、発注者の人と話した時に、「人っぽさがなくて、なんか発注したくないんだよね」って言ってたんだよね。めっちゃわかるわー。それぐらいアカウント名って大事なんだけど、ちゃんとしている人が少ない。一番いいのは漢字でフルネーム表記だけど、バレたくない人とかは副業用のネームとか作った方がいいですよ。まぁ、みんなやっていないから、案件が取れるんだけどね。,https://twitter.com/maruichi_ai/status/1814490635988267287,400,0,1,9,0
,2024/07/20 22:29,実は、一番最初の案件って、AIを上手く使えずに、時給100円とかだったんですよね。今でこそ、月15～20万とか稼げるようになったけど、最初の案件はは本当にキツかった。結局、AIなんて使えないじゃん！って、めっちゃ思った。けど、　　　　　　　　　　　　　　　　　　　　　　　　　　　　1ヶ月だけ続けようと決心してたんですよね。そして、ひたすらクラウドワークスとランサーズで営業をしまくりました。そしたら、なんだかんだで初月10万いけちゃったんです。だから言いたい。最初は、慣れないことできついかもしれないけど、とりあえずは1ヵ月は続けてほしい。DMとかくれたら、いつでも相談にのります。,https://twitter.com/maruichi_ai/status/1814653863812833652,260,0,1,2,0
,2024/07/21 13:22,先月とか5000文字の記事を30本ぐらい、納品したんだけど、今考えるとめっちゃヤバいなと思う。　5数年前に7記事だけブログを書いたことがあるんだけど、1記事が仕上げる上がるまでに、1週間とかかかったり途中で書くのをやめたりしていたんですよね。だから、　　　　　　　　　　　　　　　AIが出てきたおかげで、時短でライティングができるようになったから本当に感謝しているわ。正直、いまAIを使っていない人って、本当に時間を無駄にしているなって感じる。人生において無駄な時間ほど、いらないものはない。,https://twitter.com/maruichi_ai/status/1814878663378411650,464,1,1,9,0
,2024/07/21 16:39,しょーさん（@sho_blog11）の無料コンサルを受けました。AI系やX運用などで、いま悩んでいること聞いたらマインドマップや事例を見せながら具体的かつわかりやすく教えていただき、とても勉強になりました！自分の中のAIレベルが上がった気がします。いろいろと勉強になりすぎて、　　　　　　　1時間があっという間に過ぎていました。無料コンサルを受け改めて思ったんですが、困った時には有識者に聞くのが大事だなと。,https://twitter.com/maruichi_ai/status/1814928241960099911,693,1,0,4,1
,2024/07/22 22:00,・クラウドソーシングで案件取れない..・初心者だからチャンスないんじゃ..って思ってる人、多いんじゃない？でも、実績ゼロでも案件取れるし、初月から数万円ぐらいなら、誰でも稼げちゃうんです。ここからが大切なんですけど、初心者こそクラウドワークスを使うべき。なんでかって言うと　　チャンスの宝庫だからなんです。・・というわけで、――――――――――クラウドワークスは初心者の味方だ！――――――――――について話していきますね。まず、皆さん、他のサイトに時間使いすぎです。僕も最初は色々試してたので、その気持ち、よく分かります。でもね、「ランサーズも使ってみたいな」「ココナラの方が簡単そうだから」って思って時間使っても、――――――――――結局は「数」がものを言う――――――――――ってことなんですよ。案件の数が少ないサイトじゃ、正直チャンスも限られちゃうんです。で、実際のところ、クラウドワークスにはライター案件が1000件以上もある。これ、すごいことなんですよ。どれだけ初心者でも、その中から自分に合う案件、見つかる。僕自身、ほぼ未経験からクラウドワークスで案件取れました。最初は不安だったけど、今では月に20万以上稼げてます。――――――――――案件を取るコツはプロフィールと応募文――――――――――ここを押さえれば、実績がなくても余裕で案件取れる。「でも、どう書けばいいの？」って思いますよね。大丈夫、具体的に説明しますね。まず、プロフィールの最初の3行が超重要。例えば、こんな感じです。「大学生で時間に余裕があるので、即レス対応可能です。」とか「チャットツール使用経験豊富でスムーズなコミュニケーションが得意です。」どうしてこれがいいかというと、――――――――――クライアントのメリットを具体的に示している――――――――――からなんです。「即レスできる」って言葉で、クライアントは安心するんですよ。「コミュニケーションが得意」って書くだけで、仕事がスムーズに進みそうって思ってもらえる。こういう小さなことの積み重ねが、案件獲得につながるんです。僕も最初はこんな風にプロフィールを作り込みました。そしたら、驚くほど応募の反応が良くなったんです。・・次に大切なのが応募文。ここでのポイントは、――――――――――自分の強みを具体的に示す――――――――――ことです。例えば、こんな感じ。「前職で企業ブログの執筆経験があり、SEOを意識した記事作成が得意です。」とか「大学では心理学を専攻しており、読者の心理を踏まえた文章構成ができます。」こうすることで、「この人、仕事できそう！って思ってもらえるんです。僕自身、こんな風に応募文を工夫したら、案件の獲得率がグッと上がりました。最初は戸惑うかもしれません。でも、慣れてくれば自然と書けるようになりますよ。そして、実績が増えてきたら、それもどんどんアピールしていく。「これまでに○○件の記事を執筆し、クライアント様から高評価をいただいています。」みたいな感じです。こうやって少しずつ自分の価値を高めていけば、初心者でも十分チャンスはあるんです。――――――――――丁寧に作り込んだ応募は必ず評価される――――――――――んです。ここを理解してない人が多くて、「案件取れない」って嘆いてる。でも、実際はそうじゃない。僕自身、実績ゼロからスタートして、初月に10万円稼げました。努力次第で、誰でも1～5万円は余裕で稼げるはず。だからこそ、クラウドワークスは初心者の味方なんです。案件の数が多いからチャンスも多い。あとは自分次第。プロフィールと応募文をしっかり作り込んで、どんどんチャレンジしてみてください。きっと、あなたにもチャンスは訪れるはずです。このポストが参考になった！って人は、ぜひブクマしておいてください。,https://twitter.com/maruichi_ai/status/1815371458891469065,972,0,2,21,0
,2024/07/23 12:03,"AIライティングなんて、未経験から、たった4日もあれば案件取れる。1日でAIの使い方や概要を勉強して1日で案件に合うプロンプトを探し試して1日でポートフォリオを作って1日営業すれば4日で初案件が取れます頑張れば、休日を丸々1日使えば、1日でも案件取れる。実際に、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　自分の知り合いで副業未経験でも、1日で案件を取れている人も知っている。それくらい案件が有り余って簡単な市場なんです。実際に、クラウドワークスでライティング案件を探したら1,000件以上ありますし自分も10件の案件に応募したら少なくても1件は案件か取れています。だから、０１突破なんて超簡単。でも、4日間をサボらずできる人なんてほとんどいない。",https://twitter.com/maruichi_ai/status/1815583536734445692,716,1,1,8,0
,2024/07/23 21:07,・AI使っているけどあまり効率化出来てない...・AIの精度のバラツキがスゴい...・良いプロンプトってなに？..こんな悩み、私も抱えてました。でも、今回紹介するプロンプトの3つの条件を知って、良いプロンプトに出会えたし自分でも書けるようになったんです。・・というわけで今回は、　　　　　　　　――――――――――良いプロンプトの3つの条件――――――――――について、お話ししていきますね。これ、意外と知られてないんですよ。僕自身、全然知りませんでした。だから、思い切ってプロの力を借りることにしたんです。ここからが大切なんですけど、実は僕、AIのプロンプト販売で数百万稼いでるプロに聞いたんです。その人が教えてくれた良いプロンプトの条件。それが以下の3つなんですよ。――――――――――①AIに詳細な情報を伝えられてること②アウトプットが安定していること③プロンプトの修正が簡単なこと――――――――――どれも「なるほど！」って思いません？ここで大切なのは、この3つの条件に当てはまってないプロンプトは、使わないか修正した方がいいってこと。どうしてかっていうと、例えば①の「詳細な情報」がないと、AIの出力がブレブレになっちゃうんです。僕も最初は「えっ、そんなに細かく書く必要あるの？」って思ってました。でも、実際に試してみたら、その違いに驚きましたよ。具体的に言うと、「記事を書いて」っていうシンプルなプロンプトとよりも、・前提情景・編集設定・実行内容・フォーマット例などをしっかりと書いた詳細なプロンプトでは、出力の質が全然違うんです。後者の方が、圧倒的に質のいい記事が出来上がったんです。次に②の「安定したアウトプット」。これって、一度良い結果が出たプロンプトを何度も使えるってことなんです。ここで僕の失敗談を話すと、同じようなプロンプトを使ってるのに、アウトプットの質がバラバラだった時期があったんです。これがめちゃくちゃストレスで。何回もプロンプトを打ち直さないといけなくて、時間もかかるし、イライラが止まらない。「今日のAIめっちゃ反抗期やん。全然いいアウトプットを出してくれんやん」って思う事もしばしばありました。でも、こんな状況でも諦めちゃダメなんです。むしろ、ここが転機になるんですよ。良いプロンプトの条件を知って、良いプロンプトに出会うか良いプロンプトを作るのです。当時、0から自分でプロンプトを作れれば良かったんですが、難しいと思い作れませんでした。それでも、良いプロンプトの特徴を知ることで、状況は劇的に変わったんです。一度見つけた良いプロンプトを何度も使い回せて、毎回質の高い結果が得られるようになりました。時間の節約にもなるし、ストレスフリーで作業できる。こんな素敵なことってありません？この「安定性」こそが、良いプロンプトの重要な条件なんです。最後に③の「修正のしやすさ」。これ、めちゃくちゃ重要です。最初から完璧なプロンプトはないから、必ず修正が必要になるんですよね。ただ、ここで問題になるのが、修正の難しさなんです。例えば、1カ所修正したら上手くアウトプットされなくなって、結局あちこち修正しないといけない...これって、超面倒じゃないですか？僕も最初はこの罠にハマってました。でも、ある工夫をしたら状況が劇的に変わりました。それが、プロンプトの構造化です。段落ごとに役割を決めて、構造化したプロンプトを使うようになったんです。そうしたら、修正が本当に楽になりました。必要な部分だけピンポイントで直せるので、効率が格段に上がったんですよ。だから、修正が簡単なプロンプトが重要なんですよね。・・ここまで話してきて、皆さんどう思います？「へー、プロンプトってそんなに奥が深いんだ」って感じですか？僕自身、この3つの条件を知って良いプロンプトに出会ってから、AIの出力の質が劇的に上がりました。そして、それは直接的に作業効率の向上にも繋がったんです。だから、みなさんにもぜひ意識してほしいんですよね。今使ってるプロンプト、この3つの条件に当てはまってますか？もし当てはまってないなら、今すぐ見直してみてください。このポストが参考になったって人は、ぜひブクマしておいてくださいね。,https://twitter.com/maruichi_ai/status/1815720404163625067,358,0,1,3,0
,2024/07/24 20:23,・初めてAIを記事作成に使ったけどうまくいかない...・AIって本当に便利なの？・使いこなせる気がしない...そんな悩みを抱えてる人、実は多いんです。でも安心して。AIを使いこなすコツさえ掴めば、誰でも簡単に記事が書けるようになる。これを知らないと、　　　　　　　　　　　　　　　　　　　　　　　　AIに振り回されて挫折する未来が待ってる。でも知ってしまえば、AIを味方につけて効率爆上がり。・・というわけで、――――――――――AIを使った記事作成、実は人次第で難易度が変わる――――――――――ってことについて、お話ししていきますね。ここからが大切なんですけど、AIって、ただのツールなんです。「AIさえあれば誰でも簡単！」なんて言葉に騙されちゃダメ。どうしたらいいかと言うと、まずは自分の経験やスキルレベルを正直に見つめ直す。これ、超大事です。僕自身の経験を話すと、昔ブログを始めたことがあって。でも、記事を書くのが本当に苦手で。1記事書くのに1週間もかかってたんですよね。「どう書いていいかわからない」「書けない」「わからない」そんな絶望感と戦いながら、なんとか7記事を書いたんです。結局、そこで挫折してフェードアウトしちゃいました。でも、最近AIを使い始めてみたら...驚くことに、1～2時間で1記事を完成させられるようになったんです。これには本当にびっくり。AIの力を借りることで、昔の自分では考えられないほどスムーズに記事が書けるようになりました。正直、「こんなに変わるのか」って目から鱗が落ちる思いでしたね。この違い、何だと思います？――――――――――AIを使う前の「書く経験」の有無――――――――――これが大きいんです。つまりね、AIは魔法の杖じゃない。あくまでツールなんです。どう使うかは、結局のところ「人次第」なんですよ。・・じゃあ、どうすればAIをうまく使えるのか。結論から言うと、――――――――――ライティングスキルがなくても大丈夫。AIと一緒に書きながら、自然とスキルアップしていけるんです。――――――――――これ、めちゃくちゃ重要なポイントです。最初から完璧な文章なんて書けなくていい。AIを使いながら、少しずつ自分の書き方を見つけていく。そうすることで、知らず知らずのうちにライティング力が磨かれていくんです。僕自身、こうやってスキルを上げていきました。最初は不安だったけど、今では自信を持って書けるようになりましたよ。書くことに慣れてる人は、AIの出力を見て、「ここはこう直したほうがいいな」「この部分はもっと掘り下げよう」って判断できるんです。逆に、書き慣れてない人は、AIの出力をそのまま信じちゃう。これじゃあ、個性のない記事になっちゃうんですよね。だからこそ、――――――――――実は、AIを使いこなすには基礎的なライティング力が必要なんです――――――――――これ、意外と見落としがちなポイント。AIは確かにすごいツールだけど、それを操るのは結局、私たち人間なんですよね。だからこそ、基本的な文章力を少しずつでいいから磨いていく。これが大切になってくるんです。僕も最初は「AIに任せきり」でした。でも、そうするとなんか物足りない記事になるんですよね。そこで、自分の言葉でちょっとずつ書いてみる練習をしたんです。そうしたら、AIの出力をうまく活用できるようになって。記事の質がグッと上がったんですよ。これ、本当にびっくりしました。・・つまりね、AIは確かに便利。でも、使う人の腕次第なんです。最初は難しく感じても、少しずつ慣れていけばいい。大切なのは、諦めないこと。そして、自分の言葉で書く練習を続けること。これさえ忘れなければ、必ずAIを味方につけられます。「AIと上手く付き合っていきたい！」そう思った人は、ぜひこのツイートをブクマしておいてください。最後まで、読んでる方はモチベが高い方だと思うのでDMくれたらなんでも質問答えます。,https://twitter.com/maruichi_ai/status/1816071809147850920,330,1,1,3,0
,2024/07/26 20:36,副業で稼ごうと思ったら、『シンプルに1つのものを見たら他を見ない』という覚悟も必要です。例えば、部活でもサッカー部と野球部の兼任は、とてもじゃないけど無理でしょ。でも、　　　　　　　　　　　　副業になった途端、兼部しようとする人、多いんですよね。県大会や全国を目指すなら、一本に絞れよって思いますよね。あれよこれよと見てしまって、ノウハウコレクターの出来上がりなんです。,https://twitter.com/maruichi_ai/status/1816799821640138961,306,1,1,3,0
,2024/07/28 22:38,AIの副業って、画像生成？動画生成？ライティング？悩んでいる人、多いんじゃないですか？その中でも一番、AIライティングが間違いないよね。AIライティングは、                                                                                                                       ライティング力とビジネス力を鍛えられ、会社を辞める選択肢も手に入る。でも、その選択をしないと、ずっと悩み続けることになりますよ。ここからが本題なんですけど、なぜAIライティングが画像生成より価値があるのか、具体的に説明していきます。まず、AIライティングって単なる文章作成じゃないんです。それ以上の価値があるんです。どういうことかというと、AIを使ってライティングすることで、自分の思考力も鍛えられるんです。例えば、こんな経験ありませんか？AIに指示を出そうとしたら、自分の考えがまとまっていないことに気づいちゃったとか。これって、実はすごく大切な気づきなんです。AIに明確な指示を出すために、自分の頭の中を整理する。それって、ビジネスでも超重要なスキルですよね。ここからが大切なんですけど、――――――――――AIライティングは「ライティング力」と「ビジネス力」を同時に鍛えられる最強の副業――――――――――なんです。どうしてかというと、文章を書くことで論理的思考が鍛えられ、同時にマーケティングの視点も養えるからです。実際、僕はAIライティングの副業を始めて10万円を稼げるようになって、今では20万円も稼げるようになりました。僕がよく思うのは、「AIと一緒に文章を作ることで、自分の弱点がはっきりわかるんだよね」ということ。そして、その弱点を克服していくうちに、ビジネスセンスも磨かれていったそうです。一方で、画像生成AIは確かに楽しいです。でも、ビジネススキルの向上という点では、やっぱりライティングの方が上なんです。だって考えてみてください。文章って、アイデアを伝える、説得する、物語を作る...ビジネスのあらゆる場面で必要ですよね。そして、AIライティングを極めれば、――――――――――普通に会社を辞められるレベルのスキルが身につく――――――――――んです。実際、僕の周りにもAIライティングをきっかけに本業並みの収益を出している人もいます。彼らに共通しているのは、AIを使いこなしながら、自分の頭で考え抜く力を身につけたということ。つまり、AIライティングは単なる副業じゃない。キャリアを変える可能性を秘めているんです。もちろん、画像生成AIや動画生成AIも素晴らしい技術です。でも、長期的な視点で見たとき、やっぱりライティングの方が可能性が広がるんですよね。最後に、もし悩んでいる人がいたら、ぜひAIライティングにチャレンジしてみてください。このツイート、参考になりましたか？もし良かったら、ブクマお願いします！,https://twitter.com/maruichi_ai/status/1817555249571492198,355,0,1,6,0
,2024/07/30 21:06,・プロンプトや便利ツール、集めれば稼げる？・AIさえ使えば、簡単に稼げるんでしょ？そう思ってる人、めっちゃ多いんです。でもね、プロンプトやAIツールを集めるだけじゃ、本当の意味での「稼ぐ力」は身につかないんですよ。むしろ危険かもしれません。・・最近、　　　　　　　　　　　こんな傾向が目立ってきてます。――――――――――ノウハウコレクターからプロンプトコレクターへの進化――――――――――昔はノウハウ本を買いあさる人が多かった。今は、AIのプロンプトや便利ツールを集めまくる人が増えてるんです。わかります、その気持ち。僕も最初は「これさえあれば...」って思ってプロンプト集めに夢中でした。でもね、ここが大切なんですけど、――――――――――プロンプトを集めても稼ぐ力は身につかない――――――――――って気づいたんです。なぜかって？プロンプトやツールって、ただの「道具」なんですよ。道具を持ってるだけじゃ、家は建たないでしょ？大工さんの腕が必要なんです。AIの世界でも同じ。プロンプトを使いこなす力、output(結果)を出す力が必要なんです。・・じゃあ、どうすればいいの？って思いますよね。結論から言うと、――――――――――自分の「核となるスキル」を磨き続けることが大切――――――――――これに尽きます。僕の場合は「ライティング力」。AIを使いこなしつつ、自分のライティングスキルも磨き続けてきたんです。そうすることで、AIと自分の力をかけ合わせて、より質の高いコンテンツが作れる。これ、めちゃくちゃ大事です。例えば、こんな感じ。AIで下書きを作る↓自分の経験や知識を加える↓読者目線で推敲する↓AIで文章をブラッシュアップこうやって、AIと自分の力を組み合わせていくんです。・・ここでね、よくある落とし穴が。「AIがやってくれるから、自分のスキルはいらない」って思っちゃうこと。これ、超危険です。だって、考えてみてください。AIが進化して、誰でも同じようなコンテンツが作れるようになったら？そうなったとき、あなたの「付加価値」は何ですか？――――――――――AIと差別化できる自分だけの「強み」が必要――――――――――ここなんです、大事なのは。AIはツール。でも、あなたの経験や独自の視点はAIには真似できないんです。だからこそ、自分のスキルを磨き続けることが長期的に見て超重要なんです。・・じゃあ、具体的にどうすればいいの？って思いますよね。ポイントは3つ。１．基本スキルを磨く(ライティング、マーケティングなど)２．AIの特性を理解する(長所短所をしっかり把握)３．自分の強みを活かす使い方を探る(AIと自分の力を掛け合わせる)これを意識して、日々のお仕事や勉強に取り組む。そうすれば、AIがどんどん進化しても、あなたの価値は下がりません。むしろ、AIをうまく使いこなせる「真の実力者」として、どんどん評価は上がっていくはずです。・・最後に、もう一度言います。――――――――――プロンプトを集めるより、自分の「核」となるスキルを磨こう――――――――――これが、AI時代を生き抜くコツです。AIは便利な「道具」。でも、その道具を使いこなすのは結局、「あなた自身」なんです。だからこそ、自分自身への投資を忘れずに。それが、長期的に見て最も賢い選択になるはずです。このポストが、あなたの目指す未来への小さなヒントになれば嬉しいです。もし「なるほど！」って思った人は、ぜひブクマしておいてください。これからもAIと上手に付き合う方法、発信していきますね。,https://twitter.com/maruichi_ai/status/1818256799650459917,288,0,1,6,0
,2024/07/31 22:58,・会社員なで副業したい...・結局どの副業をしていいのからない...・時間もないし、どうすればいいの...って悩んでる人、多いと思います。実は、AI×ライティングこそ会社員の副業に最適なんですよ。副業を探している人だけ、参考にしてみてください。・・というわけで、　　　　　　――――――――――AI×ライティングが会社員の副業に最適な理由――――――――――について話していきますね。まず皆さん、「失敗したくない」と思って副業選びで迷いすぎてませんか？僕も最初は悩みまくってて、ホントに気持ちわかります。でも、「失敗したくない」「時間がない」「スキルがない」って言ってる場合じゃないんです。――――――――――AIを味方につければ誰でも稼げる時代なんです。――――――――――これ、マジです。僕は超体調が悪い中でも、AI×ライティングで稼ぐことができました。半年前なんて、体調が悪すぎて1日中布団から出れない日が何日もあったんです。そんな中でAI×ライティングと出会って。最初は全然うまくいかなくて、「やっぱ無理かな...」って正直思いました。でも、諦めずにAIの使い方を学んで、ライティングスキルも少しずつ磨いていったんです。そしたらどうなったと思います？なんと、1ヶ月で月10万円。5ヵ月で月20万円稼げるようになったんです。体調悪い時でも働く時間が短いからできちゃうんですよ。信じられないかもしれませんが、本当の話なんです。・・じゃあ、どうしてAI×ライティングが最適なのか。ここからが大切なんですけど、――――――――――①時短できる②スキルが身につく③需要が高い――――――――――この3つが揃ってるんです。まず、①の時短。AIを使えば、アイデア出しから文章作成まで、驚くほど早くできます。僕も最初は1記事にはAIの使い方に慣れていなくて2日近くかかって時給が100円とかでした。今じゃ2時間あれば余裕で書けちゃいます。②のスキルアップ。AIと一緒に文章を書いていくうちに、自然とライティング力が上がるんです。これ、他の仕事にも活きますよ。プレゼンとか企画書作成とか。そして③の需要の高さ。AIでちゃんとした文章を書けるようになったら今の時代は本当にどこからでも声がかかるようになります。AIの可能性を感じているけど、周りにAIを使いこなせる人がいなく困っている人なんていっぱいいます。日本のAI使用率は9%はまだまだ低いのです。だからこそ、AI×ライティングのスキルを持ってる人は引く手あまたなんですよ。・・でも、ここで気をつけてほしいのが、――――――――――AIに頼りきりにならないこと――――――――――これ、めちゃくちゃ大事です。AIは道具であって、主役は「あなた」。AIの出力をそのまま使うんじゃなくて、自分の経験や知識を織り交ぜる。そうすることで、オリジナリティのある文章が書けるんです。僕も最初はAIの言うがままでしたが、そこから脱却できて初めて稼げるように。どうしたらいいかというと、――――――――――AIと対話しながら自分の考えを深めていく――――――――――これが鍵になります。AIの出力を見て、「でも、こうじゃない？」「ここはこう思うんだけど」って対話を重ねていく。そうやって自分の頭で考え抜くうちに、独自の視点が生まれてくるんです。これこそが、AI時代に求められるスキルなんですよ。・・正直、僕も最初は「AIなんて使えないよ...」って思ってました。でも、一歩踏み出してみたら、こんなに可能性が広がるなんて。家にいながら月20万を稼ぐことができていいます。AIのおかげで効率よく稼げるから、体調に合わせて柔軟に働けるんです。これって、普通の副業じゃなかなかできないことですよね。だからこそ、AI×ライティングは会社員におすすめな副業なんです。これから始めようって人、ブクマしておいてくださいね！,https://twitter.com/maruichi_ai/status/1818647551039697184,348,0,1,7,0
